penalty,crossfit_rmse,calibrated_rmse,weight_std_mean,weight_ElasticNet_Domain,weight_GradientBoosting,weight_XGBoost,weight_SVR_RBF,slope_mean,slope_std
0.01,0.10485954155046587,0.10483335611979434,0.006997024285253012,0.2587402797891678,0.2335699095678917,0.24293639062654823,0.2647534200163923,1.0156989055061914,0.004534571090415666
0.005,0.10488709237768158,0.10486391328113334,0.012434458258408316,0.2643851545349297,0.22134707277497348,0.23886090903787355,0.2754068636522233,1.0154748363827657,0.004438820807771344
0.002,0.10496655356319085,0.10494899540499235,0.023597030318433736,0.2728869185447304,0.19764457345609376,0.23420319775940443,0.2952653102397713,1.0150114929693603,0.00423965609046644
0.001,0.10506032601143546,0.10504728747550134,0.03416861665384366,0.2772826607920674,0.17679086095478033,0.23386145854986568,0.31206501970328665,1.0145811234346183,0.004057096489265394
0.0005,0.1051620669796668,0.10515276068254817,0.044549694246530325,0.2785063465692773,0.15752102898021347,0.2367345281528908,0.3272380962976185,1.0141715995444525,0.0038910866592049937
0.0,0.10535369427908291,0.10535064558242595,0.06391510021985075,0.2730607732833743,0.12356704503808033,0.24821390155120593,0.3551582801273395,1.0134439739280166,0.003671479635714782
