price_decile,rmse,bias
1,0.19517630904519218,-0.07524905224397097
2,0.09944361230594567,0.0009819727267432192
3,0.08710399359051789,0.0051977313786848445
4,0.10605625604634197,0.0011477220636816909
5,0.08234241270549388,0.016206735956405538
6,0.07492991999530549,0.006199915066714591
7,0.06807270414594067,-0.011202258139439451
8,0.07012343808681219,0.009202088145266513
9,0.09467305988099549,0.011121085687974418
10,0.10717331650376873,0.03708311548513076
