fold,roc_auc,accuracy,precision,recall,f1,log_loss,fit_seconds,predict_seconds,model
1,0.9366602224909627,0.8560340379711814,0.554655438895699,0.8912010276172125,0.6837601222056142,0.3290719156040821,5.1350027000007685,0.18080010000267066,Logistic Regression
2,0.9380402523445688,0.8568939603538394,0.5560367733021575,0.8960010275732145,0.6862211437565582,0.3278697444559238,4.44252179999603,0.1720885000031558,Logistic Regression
3,0.9390819673326144,0.8585315516738576,0.5594819958709816,0.8934320945367358,0.6880780835243104,0.3239021480571799,4.423471699999936,0.17066399999748683,Logistic Regression
4,0.9386302738828424,0.8578585689396035,0.557782799415127,0.8983130673060455,0.6882288300995555,0.3264658582064814,4.490585099993041,0.18107009999948787,Logistic Regression
5,0.9380791721870605,0.8568266620804139,0.5558949297495418,0.8961294742250385,0.6861507695838183,0.32681334402242046,4.34031110000069,0.1769415000017034,Logistic Regression
