model_id,outcome,term,coefficient,std_error,t_value,p_value,ci95_low,ci95_high,N,firms,years,within_R2,effects,cluster,control_count
M00_BASELINE_REPRODUCED,FutureAssetTurnover_h2,NegativeEquityDummy,-0.1355010056395181,0.07510446572310671,-1.8041670935930745,0.07135162774594969,-0.2827898881495089,0.011787876870472669,13980,2054,8,0.05563238610007881,corp_code+year,firm,13
M00_BASELINE_REPRODUCED,FutureAssetTurnover_h2,LogTotalSentences,-0.03382562617031323,0.02467522697365267,-1.3708334357544525,0.1705767271208439,-0.08221671146248283,0.014565459121856354,13980,2054,8,0.05563238610007881,corp_code+year,firm,13
M00_BASELINE_REPRODUCED,FutureAssetTurnover_h2,FiscalYearStockReturn_w,-0.002719270656118261,0.004352944165982378,-0.6246968838628723,0.532239437055884,-0.011255917254466601,0.005817375942230078,13980,2054,8,0.05563238610007881,corp_code+year,firm,13
M00_BASELINE_REPRODUCED,FutureAssetTurnover_h2,FiscalYearDailyVolatility_w,-0.7329592385991796,0.2812566950753935,-2.606015257353084,0.009226462564022498,-1.2845374159719638,-0.1813810612263954,13980,2054,8,0.05563238610007881,corp_code+year,firm,13
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,BMI_component_z,0.021138319244864427,0.026576621866763794,0.7953726907368764,0.4284440454829705,-0.031645145795499346,0.07392178428522819,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,AssetTurnover_w,0.04933688236800604,0.08106123917841028,0.6086371596098958,0.5442648316111935,-0.11165773559933748,0.21033150033534956,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,FirmSize_w,-0.2329974795451803,0.09758211163370092,-2.3877068823822456,0.018998624561460852,-0.4268039762400714,-0.03919098285028921,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,Leverage_w,0.44525913407651024,0.24691901238659802,1.8032598209949648,0.07462100845511285,-0.04514333781959867,0.9356616059726192,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,ROA_AvgAssets_w,-0.07865526623840055,0.2365176881671807,-0.33255553463216536,0.7402263754899179,-0.5483998104241523,0.39108927794735127,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,SalesGrowth_w,0.0082926056771811,0.030203975465627256,0.2745534503104816,0.7842749069196787,-0.051695096712628834,0.06828030806699104,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,Liquidity_w,0.005152274736549178,0.005850715029957127,0.880623087976126,0.3808165655618218,-0.006467750328828993,0.01677229980192735,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,OperatingMargin_w,0.020290710569740633,0.032950427989780505,0.6157950535887955,0.5395503010260404,-0.04515168359844596,0.08573310473792722,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,FirmAgeLog_w,-0.13543367694729214,0.08413083414575727,-1.609798337582774,0.11086799158116614,-0.30252477547786555,0.031657421583281276,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,LossDummy,0.016337757317288218,0.02312277471293851,0.706565605560578,0.48162213468441495,-0.02958606915002255,0.062261583784598985,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,NegativeEquityDummy,-0.3383334701790098,0.13697201697034672,-2.4700919038978313,0.015351166591673439,-0.6103717188890134,-0.06629522146900618,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,LogTotalSentences,-0.009014016122860371,0.09754339136267075,-0.09241032116000407,0.9265729715924171,-0.2027436110172698,0.18471557877154904,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,FiscalYearStockReturn_w,0.02210244000981416,0.023737295350827425,0.9311271433054703,0.35422478813914315,-0.02504187748789186,0.06924675750752018,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,FiscalYearDailyVolatility_w,-2.448514823712797,1.3639822495484268,-1.7951222052364875,0.0759179177983956,-5.157501306105149,0.26047165867955524,546,93,8,0.1330734781598263,corp_code+year,firm,14
M01_PLUS_RANDD_OPENDART,FutureAssetTurnover_h2,RAndDIntensity_OpenDART_w,0.026224436737789944,0.025889743985048445,1.0129276192508812,0.3137513166549345,-0.02519482954028259,0.07764370301586249,546,93,8,0.1330734781598263,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,BMI_component_z,0.030284465165358106,0.006950630820363848,4.357081529439193,1.3836982263446709e-05,0.01665336776463694,0.04391556256607927,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,AssetTurnover_w,0.1067254195623665,0.021923244203966935,4.868139887027072,1.2133034088992754e-06,0.06373106627164957,0.14971977285308344,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,FirmSize_w,-0.10112103503069464,0.016478779639443147,-6.136439544871038,1.011594783236928e-09,-0.13343808021919334,-0.06880398984219593,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,Leverage_w,0.11704426184824429,0.03626188165860783,3.227749264370024,0.0012675309093708009,0.045929962499507926,0.18815856119698066,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,ROA_AvgAssets_w,-0.09175556002308156,0.04133949635239635,-2.219561632800655,0.02655845665359778,-0.172827726829198,-0.010683393216965112,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,SalesGrowth_w,0.03970609962911319,0.007870462746576708,5.044951092155735,4.939250207210863e-07,0.024271091345689708,0.055141107912536666,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,Liquidity_w,-0.001431313160837934,0.0010684573524640973,-1.3396071986748104,0.1805227341648865,-0.0035266979707007564,0.0006640716490248883,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,OperatingMargin_w,-0.03291501101087638,0.01289268227193224,-2.5529994702912484,0.010752398674837634,-0.058199249570975845,-0.00763077245077691,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,FirmAgeLog_w,-0.010703834447021707,0.031121280893616276,-0.3439393925851336,0.7309274169549629,-0.0717367424031199,0.05032907350907649,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,LossDummy,0.010818040598480166,0.006509736525917611,1.6618246461142692,0.096702034643685,-0.001948405344504061,0.023584486541464392,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,NegativeEquityDummy,-0.10959088911525228,0.07777111692517111,-1.4091463958360935,0.1589447435781637,-0.2621102355124168,0.04292845728191225,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,LogTotalSentences,-0.034700463308182765,0.02486820229917749,-1.3953748200500393,0.16305516066557468,-0.08347026514081435,0.014069338524448818,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,FiscalYearStockReturn_w,-0.001960253509017228,0.004363901432714292,-0.44919747598377235,0.653337064897298,-0.010518435782516438,0.006597928764481982,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,FiscalYearDailyVolatility_w,-0.8040361160125364,0.2827773553916125,-2.8433539697655195,0.004508728862892896,-1.3585995468263796,-0.24947268519869314,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M02_PLUS_INTANGIBLE,FutureAssetTurnover_h2,IntangibleAssetRatio_w,0.1368230205953974,0.07623211088899028,1.7948213554605619,0.07283059268757135,-0.012678133392811014,0.2863241745836058,13784,2035,8,0.0548557072824577,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,BMI_component_z,0.0304069787743418,0.006922784799324435,4.392304492450652,1.1788522599124538e-05,0.016830534549107122,0.04398342299957648,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,AssetTurnover_w,0.10714915410062188,0.021731592139618606,4.93057082114474,8.859653667013636e-07,0.06453079210302348,0.14976751609822028,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,FirmSize_w,-0.1012158734648521,0.016294326037628114,-6.2117250649776246,6.33085210438809e-10,-0.13317107863882127,-0.06926066829088293,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,Leverage_w,0.12538331175939552,0.036435278474688415,3.4412612448262,0.00059064341728316,0.053929187388698216,0.1968374361300928,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,ROA_AvgAssets_w,-0.10869807289604949,0.041043794797982786,-2.648343639545527,0.008150913381703064,-0.1891900724337454,-0.028206073358353595,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,SalesGrowth_w,0.04099222347559526,0.0077405253266955775,5.295793469497606,1.312257607155226e-07,0.02581208810837221,0.05617235884281831,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,Liquidity_w,-0.0018204794822482108,0.0011006633888352563,-1.653983861655177,0.0982842626437004,-0.003979017634515761,0.0003380586700193391,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,OperatingMargin_w,-0.02701805706080024,0.012728372119175166,-2.122663983094728,0.03390187281179074,-0.05197998194554852,-0.0020561321760519564,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,FirmAgeLog_w,-0.008913451154861076,0.03095485911331365,-0.287949982981102,0.7734142041907984,-0.06961978977929893,0.051792887469576776,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,LossDummy,0.009861821007336532,0.006499402131915772,1.5173427966411503,0.1293347215539506,-0.0028843170135848598,0.022607959028257924,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,NegativeEquityDummy,-0.1131624484529132,0.07698767458787587,-1.4698774714093545,0.14174876768593087,-0.26414487826566896,0.03781998135984255,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,LogTotalSentences,-0.03345285289019946,0.02481356224760869,-1.3481680927704505,0.17775362869306394,-0.08211534257454195,0.01520963679414302,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,FiscalYearStockReturn_w,-0.0026339700696999093,0.004355534288553557,-0.6047409789935628,0.5454182064662155,-0.011175715921082591,0.005907775781682772,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,FiscalYearDailyVolatility_w,-0.7629150512599171,0.28143428615743965,-2.7108106182667737,0.006768000575437314,-1.3148427797454363,-0.2109873227743979,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M03_PLUS_PPE,FutureAssetTurnover_h2,PPE_Ratio_w,-0.053828100789079306,0.0397998038430274,-1.3524715096933713,0.1763740541141567,-0.13188047894517507,0.02422427736701646,13937,2046,8,0.0559109263271127,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,BMI_component_z,0.030240754698979258,0.0069449311401828615,4.354363504629797,1.4004853854112213e-05,0.01662087479173329,0.043860634606225225,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,AssetTurnover_w,0.1079660721377099,0.021985716131523055,4.910737111851838,9.793332236739032e-07,0.06484932881197839,0.1510828154634414,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,FirmSize_w,-0.10076983105951702,0.016321070605552875,-6.17421696743548,7.998056684834506e-10,-0.13277749493960256,-0.06876216717943147,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,Leverage_w,0.12314942922768889,0.03597446960510259,3.423245167462357,0.000630979515785853,0.052598988070187855,0.19369987038518993,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,ROA_AvgAssets_w,-0.10684640885013713,0.04159790780917856,-2.5685524700009434,0.010282852395443846,-0.1884251167333061,-0.025267700966968176,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,SalesGrowth_w,0.041659421845238416,0.007813452581347151,5.33175589299548,1.0800870223018968e-07,0.02633626259846334,0.05698258109201349,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,Liquidity_w,-0.0013885666681169159,0.0010637550303495514,-1.3053443965013551,0.1919225160332405,-0.0034747235315394955,0.0006975901953056637,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,OperatingMargin_w,-0.026618856446420352,0.013033177266606157,-2.04239195876079,0.041240742318693686,-0.05217854963818758,-0.0010591632546531234,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,FirmAgeLog_w,-0.01328505648754326,0.03076933882161804,-0.4317628196225456,0.6659593425013436,-0.07362758416950449,0.047057471194417964,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,LossDummy,0.00918814737730448,0.006471353900296035,1.419818405679245,0.15581304925499248,-0.003502988240924135,0.021879282995533093,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,NegativeEquityDummy,-0.10782249855873476,0.07470077745426561,-1.4433919195117804,0.1490633356331113,-0.25432008037323434,0.03867508325576484,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,LogTotalSentences,-0.026025431934236412,0.024217863655913593,-1.0746378088507176,0.2826637557458136,-0.07351969616029108,0.02146883229181825,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,FiscalYearStockReturn_w,-0.0030412911713219247,0.004354098936998087,-0.698489220233183,0.48495075641247615,-0.011580224593291005,0.005497642250647155,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,FiscalYearDailyVolatility_w,-0.686823446241688,0.28310404827237157,-2.4260460082891577,0.015350358145410876,-1.2420259473025324,-0.13162094518084366,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M04_PLUS_OPERATING_CF,FutureAssetTurnover_h2,OperatingCashFlowRatio_w,0.0038505898831572194,0.035877136889761206,0.10732712298054418,0.9145400008507818,-0.06650896962739333,0.07421014939370776,13874,2045,8,0.05549513038600662,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,BMI_component_z,0.02957719055493434,0.007418881290134071,3.986745359339728,6.94594244336391e-05,0.015027400901640686,0.044126980208228,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,AssetTurnover_w,0.10816635605284089,0.022731026988022287,4.758533616181849,2.093643275703346e-06,0.06358663461709209,0.1527460774885897,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,FirmSize_w,-0.10001901946519921,0.01626680798052899,-6.14865679762863,9.456767597038905e-10,-0.13192121943191928,-0.06811681949847914,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,Leverage_w,0.1333015113333169,0.037857121899209964,3.521173946826073,0.0004395335059252986,0.05905673790027985,0.20754628476635398,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,ROA_AvgAssets_w,-0.11462526815702533,0.04319974113959877,-2.6533785882331316,0.008033872728791951,-0.19934789978799183,-0.029902636526058818,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,SalesGrowth_w,0.0419308206773812,0.008221997126209652,5.099834022529189,3.7296212168948084e-07,0.025805973272770216,0.05805566808199218,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,Liquidity_w,-0.0010731594183575905,0.0011241625270455643,-0.9546301291308685,0.33988334141788357,-0.0032778487326857913,0.0011315298959706102,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,OperatingMargin_w,-0.028097044643931167,0.01270823481576177,-2.2109321279681553,0.027156436148474475,-0.05302022863932508,-0.0031738606485372557,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,FirmAgeLog_w,-0.007751829905904103,0.03241777654414536,-0.23912281261325677,0.8110355332513404,-0.07132904745378969,0.055825387641981486,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,LossDummy,0.009199365026757089,0.0068110314607357815,1.3506566633540849,0.17696247547741312,-0.004158319400335311,0.02255704945384949,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,NegativeEquityDummy,-0.12347662515320118,0.08926138578857096,-1.3833151262705485,0.16672693498759772,-0.29853460715815827,0.05158135685175591,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,LogTotalSentences,-0.04090174191466033,0.02507902563470182,-1.6309143150308294,0.10307021831100831,-0.0900863202121622,0.008282836382841538,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,FiscalYearStockReturn_w,-0.002071236140132321,0.004507251398892197,-0.45953419430773135,0.6459019326901321,-0.010910784476834435,0.006768312196569792,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,FiscalYearDailyVolatility_w,-0.8252591666089837,0.29031411797823914,-2.8426422123599306,0.004520792264992238,-1.3946185059452414,-0.255899827272726,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M05_PLUS_CAPEX,FutureAssetTurnover_h2,CapexIntensity_w,-0.2640358235622027,0.061242619115156514,-4.3113084870803355,1.7040211552449562e-05,-0.38414385482660446,-0.1439277922978009,12886,1947,8,0.05882224188120799,corp_code+year,firm,14
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,BMI_component_z,0.029818430076344958,0.00754171778688994,3.953798182183307,7.969474898082453e-05,0.01502765916689125,0.04460920098579867,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,AssetTurnover_w,0.10819049358245003,0.023451641462766615,4.61334417696179,4.222762316462841e-06,0.062197277430898895,0.15418370973400117,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,FirmSize_w,-0.10101498734848886,0.016669488959189047,-6.059873076841051,1.633913203193474e-09,-0.1337070873898917,-0.06832288730708602,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,Leverage_w,0.13519942160845458,0.0375025812065702,3.6050697647651133,0.0003199879613775472,0.06164958816019077,0.20874925505671837,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,ROA_AvgAssets_w,-0.1060662642997344,0.04447119982846276,-2.3850551527474,0.01717257212182958,-0.1932829100717023,-0.018849618527766482,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,SalesGrowth_w,0.03963727282341007,0.008349751289401538,4.747120177546155,2.215118725215254e-06,0.023261791538876007,0.05601275410794414,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,Liquidity_w,-0.0008418930911221504,0.0011321439769213114,-0.7436272314158727,0.4571925391747024,-0.003062246951123374,0.001378460768879073,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,OperatingMargin_w,-0.0328163208738946,0.013222902872876927,-2.4817788642468264,0.013157368922287303,-0.05874899731143763,-0.006883644436351567,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,FirmAgeLog_w,-0.01178050654097265,0.03249138873347553,-0.3625731924728511,0.7169634378302269,-0.07550241988573345,0.05194140680378814,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,LossDummy,0.009886989400787733,0.0067605164726726365,1.4624606626953618,0.14377782897896085,-0.0033716942575574733,0.02314567305913294,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,NegativeEquityDummy,-0.060879985686863175,0.09018622792373561,-0.675047477740673,0.49972646096237,-0.23775266563871206,0.11599269426498571,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,LogTotalSentences,-0.0344352106742495,0.024779308802496913,-1.3896759973700152,0.16478756402658773,-0.08303223991199843,0.014161818563499427,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,FiscalYearStockReturn_w,-0.0015793560256991122,0.00453402268139172,-0.348334390161085,0.7276270601323437,-0.010471453645064807,0.007312741593666584,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,FiscalYearDailyVolatility_w,-0.8612696069055519,0.29021756466295534,-2.967668782920802,0.0030375931112029794,-1.4304425240214949,-0.292096689789609,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,IntangibleAssetRatio_w,0.12365889522025228,0.0824333775036053,1.5001071042472323,0.13375022038912737,-0.038008941790012934,0.2853267322305175,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,PPE_Ratio_w,-0.020606438007045796,0.04328656295909332,-0.4760469900675482,0.6340947827180425,-0.1054997811786175,0.0642869051645259,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,OperatingCashFlowRatio_w,0.011798340692616358,0.03774022173723345,0.3126198032105477,0.7546033049762055,-0.06221755191447083,0.08581423329970354,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M06_PLUS_HIGH_COVERAGE_EXTENDED,FutureAssetTurnover_h2,CapexIntensity_w,-0.2593994313422949,0.06508823883605222,-3.9853502872567224,6.988632599108176e-05,-0.3870500882254474,-0.13174877445914232,12658,1931,8,0.058462271097799,corp_code+year,firm,17
M07_PLUS_ALL_EXTENDED_WITH_RANDD,FutureAssetTurnover_h2,BMI_component_z,0.024829344395791795,0.024022767335552135,1.0335755264567699,0.30437334078813993,-0.022959592458596346,0.07261828125017994,480,83,8,0.12335615039719594,corp_code+year,firm,18
