Timestamp,Experiment,FeatureSet,Model,Parameters,Seed,Accuracy,Precision,Recall,F1,AUC,Fold,TrainAccuracy,ValidationSamples
2026-09-11T01:13:52,Ablation_E8_FamilySurvival,E8_FamilySurvival,LogisticRegression,{},2026,0.797752808988764,0.7424242424242424,0.7205882352941176,0.7313432835820896,0.8713903743315509,4,0.8835904628330996,178
2026-09-11T01:13:52,Ablation_E8_FamilySurvival,E8_FamilySurvival,LogisticRegression,{},2026,0.8033707865168539,0.8269230769230769,0.6231884057971014,0.7107438016528925,0.8728892434516686,5,0.8751753155680224,178
2026-09-11T01:13:53,Ablation_E9_TicketSurvival,E9_TicketSurvival,LogisticRegression,{},2026,0.8268156424581006,0.8064516129032258,0.7246376811594203,0.7633587786259542,0.8773386034255599,1,0.8707865168539326,179
2026-09-11T01:13:53,Ablation_E9_TicketSurvival,E9_TicketSurvival,LogisticRegression,{},2026,0.8426966292134831,0.803030303030303,0.7794117647058824,0.7910447761194029,0.8927807486631016,2,0.8835904628330996,178
2026-09-11T01:13:53,Ablation_E9_TicketSurvival,E9_TicketSurvival,LogisticRegression,{},2026,0.8258426966292135,0.7761194029850746,0.7647058823529411,0.7703703703703704,0.9290106951871658,3,0.879382889200561,178
2026-09-11T01:13:53,Ablation_E9_TicketSurvival,E9_TicketSurvival,LogisticRegression,{},2026,0.797752808988764,0.7352941176470589,0.7352941176470589,0.7352941176470589,0.8752673796791445,4,0.8906030855539971,178
2026-09-11T01:13:53,Ablation_E9_TicketSurvival,E9_TicketSurvival,LogisticRegression,{},2026,0.8202247191011236,0.8627450980392157,0.6376811594202898,0.7333333333333333,0.8724903603244251,5,0.8807854137447405,178
2026-09-11T01:13:54,Ablation_E10_Group,E10_Group,LogisticRegression,{},2026,0.8268156424581006,0.8064516129032258,0.7246376811594203,0.7633587786259542,0.8773386034255599,1,0.8707865168539326,179
2026-09-11T01:13:54,Ablation_E10_Group,E10_Group,LogisticRegression,{},2026,0.8426966292134831,0.803030303030303,0.7794117647058824,0.7910447761194029,0.8927807486631016,2,0.8835904628330996,178
2026-09-11T01:13:54,Ablation_E10_Group,E10_Group,LogisticRegression,{},2026,0.8258426966292135,0.7761194029850746,0.7647058823529411,0.7703703703703704,0.9290106951871658,3,0.879382889200561,178
2026-09-11T01:13:54,Ablation_E10_Group,E10_Group,LogisticRegression,{},2026,0.797752808988764,0.7352941176470589,0.7352941176470589,0.7352941176470589,0.8752673796791445,4,0.8906030855539971,178
2026-09-11T01:13:54,Ablation_E10_Group,E10_Group,LogisticRegression,{},2026,0.8202247191011236,0.8627450980392157,0.6376811594202898,0.7333333333333333,0.8724903603244251,5,0.8807854137447405,178
2026-09-11T01:13:57,Age_median,E7_Interactions,GradientBoosting,{},2026,0.8491620111731844,0.8088235294117647,0.7971014492753623,0.8029197080291971,0.8986824769433465,1,0.901685393258427,179
2026-09-11T01:13:57,Age_median,E7_Interactions,GradientBoosting,{},2026,0.8426966292134831,0.7857142857142857,0.8088235294117647,0.7971014492753623,0.8969251336898395,2,0.8877980364656382,178
2026-09-11T01:13:57,Age_median,E7_Interactions,GradientBoosting,{},2026,0.8202247191011236,0.8,0.7058823529411765,0.75,0.9008021390374331,3,0.8906030855539971,178
2026-09-11T01:13:57,Age_median,E7_Interactions,GradientBoosting,{},2026,0.7921348314606742,0.7384615384615385,0.7058823529411765,0.7218045112781954,0.8625668449197861,4,0.8990182328190743,178
2026-09-11T01:13:57,Age_median,E7_Interactions,GradientBoosting,{},2026,0.8202247191011236,0.8936170212765957,0.6086956521739131,0.7241379310344828,0.8482249700837654,5,0.9018232819074333,178
2026-09-11T01:14:01,Age_pclass_sex,E7_Interactions,GradientBoosting,{},2026,0.8491620111731844,0.8088235294117647,0.7971014492753623,0.8029197080291971,0.9006587615283267,1,0.9002808988764045,179
2026-09-11T01:14:01,Age_pclass_sex,E7_Interactions,GradientBoosting,{},2026,0.8426966292134831,0.7777777777777778,0.8235294117647058,0.8,0.8931818181818182,2,0.8835904628330996,178
2026-09-11T01:14:01,Age_pclass_sex,E7_Interactions,GradientBoosting,{},2026,0.8258426966292135,0.8135593220338984,0.7058823529411765,0.7559055118110236,0.904144385026738,3,0.8920056100981767,178
2026-09-11T01:14:01,Age_pclass_sex,E7_Interactions,GradientBoosting,{},2026,0.7865168539325843,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.8655080213903743,4,0.8962131837307152,178
2026-09-11T01:14:01,Age_pclass_sex,E7_Interactions,GradientBoosting,{},2026,0.8202247191011236,0.8936170212765957,0.6086956521739131,0.7241379310344828,0.8512830740593007,5,0.9046283309957924,178
2026-09-11T01:14:04,Age_title_pclass,E7_Interactions,GradientBoosting,{},2026,0.8547486033519553,0.8208955223880597,0.7971014492753623,0.8088235294117647,0.8992094861660078,1,0.901685393258427,179
2026-09-11T01:14:04,Age_title_pclass,E7_Interactions,GradientBoosting,{},2026,0.848314606741573,0.7887323943661971,0.8235294117647058,0.8057553956834532,0.8937834224598931,2,0.884992987377279,178
2026-09-11T01:14:04,Age_title_pclass,E7_Interactions,GradientBoosting,{},2026,0.8146067415730337,0.7868852459016393,0.7058823529411765,0.7441860465116279,0.9033422459893048,3,0.8920056100981767,178
2026-09-11T01:14:04,Age_title_pclass,E7_Interactions,GradientBoosting,{},2026,0.7808988764044944,0.7230769230769231,0.6911764705882353,0.706766917293233,0.8605614973262032,4,0.8990182328190743,178
2026-09-11T01:14:04,Age_title_pclass,E7_Interactions,GradientBoosting,{},2026,0.8258426966292135,0.8958333333333334,0.6231884057971014,0.7350427350427351,0.8486903337322164,5,0.9074333800841514,178
2026-09-11T01:14:06,Age_smart,E7_Interactions,GradientBoosting,{},2026,0.8547486033519553,0.8208955223880597,0.7971014492753623,0.8088235294117647,0.8992094861660078,1,0.901685393258427,179
2026-09-11T01:14:06,Age_smart,E7_Interactions,GradientBoosting,{},2026,0.8426966292134831,0.7857142857142857,0.8088235294117647,0.7971014492753623,0.8933155080213905,2,0.8863955119214586,178
2026-09-11T01:14:06,Age_smart,E7_Interactions,GradientBoosting,{},2026,0.8202247191011236,0.8,0.7058823529411765,0.75,0.9050802139037435,3,0.8934081346423562,178
2026-09-11T01:14:06,Age_smart,E7_Interactions,GradientBoosting,{},2026,0.7808988764044944,0.7230769230769231,0.6911764705882353,0.706766917293233,0.8605614973262032,4,0.8990182328190743,178
2026-09-11T01:14:06,Age_smart,E7_Interactions,GradientBoosting,{},2026,0.8258426966292135,0.8958333333333334,0.6231884057971014,0.7350427350427351,0.8526126844834463,5,0.9032258064516129,178
2026-09-11T01:14:09,ChildAge_14,E7_Interactions,GradientBoosting,{},2026,0.8491620111731844,0.8088235294117647,0.7971014492753623,0.8029197080291971,0.8980237154150197,1,0.901685393258427,179
2026-09-11T01:14:09,ChildAge_14,E7_Interactions,GradientBoosting,{},2026,0.8426966292134831,0.7857142857142857,0.8088235294117647,0.7971014492753623,0.8957887700534759,2,0.8892005610098177,178
2026-09-11T01:14:09,ChildAge_14,E7_Interactions,GradientBoosting,{},2026,0.8146067415730337,0.7868852459016393,0.7058823529411765,0.7441860465116279,0.906951871657754,3,0.8920056100981767,178
2026-09-11T01:14:09,ChildAge_14,E7_Interactions,GradientBoosting,{},2026,0.7808988764044944,0.7164179104477612,0.7058823529411765,0.7111111111111111,0.8609625668449198,4,0.9004207573632539,178
2026-09-11T01:14:09,ChildAge_14,E7_Interactions,GradientBoosting,{},2026,0.8314606741573034,0.9148936170212766,0.6231884057971014,0.7413793103448276,0.8501529051987767,5,0.9074333800841514,178
2026-09-11T01:14:11,ChildAge_16,E7_Interactions,GradientBoosting,{},2026,0.8547486033519553,0.8208955223880597,0.7971014492753623,0.8088235294117647,0.8992094861660078,1,0.901685393258427,179
2026-09-11T01:14:11,ChildAge_16,E7_Interactions,GradientBoosting,{},2026,0.8426966292134831,0.7857142857142857,0.8088235294117647,0.7971014492753623,0.8933155080213905,2,0.8863955119214586,178
2026-09-11T01:14:11,ChildAge_16,E7_Interactions,GradientBoosting,{},2026,0.8202247191011236,0.8,0.7058823529411765,0.75,0.9050802139037435,3,0.8934081346423562,178
2026-09-11T01:14:11,ChildAge_16,E7_Interactions,GradientBoosting,{},2026,0.7808988764044944,0.7230769230769231,0.6911764705882353,0.706766917293233,0.8605614973262032,4,0.8990182328190743,178
2026-09-11T01:14:11,ChildAge_16,E7_Interactions,GradientBoosting,{},2026,0.8258426966292135,0.8958333333333334,0.6231884057971014,0.7350427350427351,0.8526126844834463,5,0.9032258064516129,178
2026-09-11T01:14:13,ChildAge_18,E7_Interactions,GradientBoosting,{},2026,0.8491620111731844,0.8088235294117647,0.7971014492753623,0.8029197080291971,0.8986824769433466,1,0.9044943820224719,179
2026-09-11T01:14:13,ChildAge_18,E7_Interactions,GradientBoosting,{},2026,0.8370786516853933,0.7746478873239436,0.8088235294117647,0.7913669064748201,0.89451871657754,2,0.8835904628330996,178
2026-09-11T01:14:13,ChildAge_18,E7_Interactions,GradientBoosting,{},2026,0.8146067415730337,0.7868852459016393,0.7058823529411765,0.7441860465116279,0.90548128342246,3,0.8906030855539971,178
2026-09-11T01:14:13,ChildAge_18,E7_Interactions,GradientBoosting,{},2026,0.7752808988764045,0.7121212121212122,0.6911764705882353,0.7014925373134329,0.8574866310160427,4,0.8990182328190743,178
2026-09-11T01:14:13,ChildAge_18,E7_Interactions,GradientBoosting,{},2026,0.8258426966292135,0.8958333333333334,0.6231884057971014,0.7350427350427351,0.8500199441563621,5,0.9046283309957924,178
2026-09-11T01:14:16,TicketFrequency_train,E7_Interactions,GradientBoosting,{},2026,0.8268156424581006,0.7794117647058824,0.7681159420289855,0.7737226277372263,0.8977602108036891,1,0.9115168539325843,179
2026-09-11T01:14:16,TicketFrequency_train,E7_Interactions,GradientBoosting,{},2026,0.8651685393258427,0.84375,0.7941176470588235,0.8181818181818182,0.8975267379679145,2,0.8934081346423562,178
2026-09-11T01:14:16,TicketFrequency_train,E7_Interactions,GradientBoosting,{},2026,0.8202247191011236,0.8,0.7058823529411765,0.75,0.9129679144385028,3,0.8920056100981767,178
2026-09-11T01:14:16,TicketFrequency_train,E7_Interactions,GradientBoosting,{},2026,0.797752808988764,0.7352941176470589,0.7352941176470589,0.7352941176470589,0.8680481283422462,4,0.9004207573632539,178
2026-09-11T01:14:16,TicketFrequency_train,E7_Interactions,GradientBoosting,{},2026,0.8314606741573034,0.8823529411764706,0.6521739130434783,0.75,0.8453663076718522,5,0.908835904628331,178
2026-09-11T01:14:18,TicketFrequency_combined,E7_Interactions,GradientBoosting,{},2026,0.8547486033519553,0.8208955223880597,0.7971014492753623,0.8088235294117647,0.8992094861660078,1,0.901685393258427,179
2026-09-11T01:14:18,TicketFrequency_combined,E7_Interactions,GradientBoosting,{},2026,0.8426966292134831,0.7857142857142857,0.8088235294117647,0.7971014492753623,0.8933155080213905,2,0.8863955119214586,178
2026-09-11T01:14:18,TicketFrequency_combined,E7_Interactions,GradientBoosting,{},2026,0.8202247191011236,0.8,0.7058823529411765,0.75,0.9050802139037435,3,0.8934081346423562,178
2026-09-11T01:14:18,TicketFrequency_combined,E7_Interactions,GradientBoosting,{},2026,0.7808988764044944,0.7230769230769231,0.6911764705882353,0.706766917293233,0.8605614973262032,4,0.8990182328190743,178
2026-09-11T01:14:18,TicketFrequency_combined,E7_Interactions,GradientBoosting,{},2026,0.8258426966292135,0.8958333333333334,0.6231884057971014,0.7350427350427351,0.8526126844834463,5,0.9032258064516129,178
2026-09-11T01:14:18,Pool_LogisticRegression,E10_Group,LogisticRegression,{},2026,0.8268156424581006,0.8064516129032258,0.7246376811594203,0.7633587786259542,0.8773386034255599,1,0.8707865168539326,179
2026-09-11T01:14:18,Pool_LogisticRegression,E10_Group,LogisticRegression,{},2026,0.8426966292134831,0.803030303030303,0.7794117647058824,0.7910447761194029,0.8927807486631016,2,0.8835904628330996,178
2026-09-11T01:14:18,Pool_LogisticRegression,E10_Group,LogisticRegression,{},2026,0.8258426966292135,0.7761194029850746,0.7647058823529411,0.7703703703703704,0.9290106951871658,3,0.879382889200561,178
2026-09-11T01:14:18,Pool_LogisticRegression,E10_Group,LogisticRegression,{},2026,0.797752808988764,0.7352941176470589,0.7352941176470589,0.7352941176470589,0.8752673796791445,4,0.8906030855539971,178
2026-09-11T01:14:18,Pool_LogisticRegression,E10_Group,LogisticRegression,{},2026,0.8202247191011236,0.8627450980392157,0.6376811594202898,0.7333333333333333,0.8724903603244251,5,0.8807854137447405,178
2026-09-11T01:14:19,Pool_SVC,E10_Group,SVC,{},2026,0.7988826815642458,0.7619047619047619,0.6956521739130435,0.7272727272727273,0.877733860342556,1,0.9058988764044944,179
2026-09-11T01:14:19,Pool_SVC,E10_Group,SVC,{},2026,0.848314606741573,0.8360655737704918,0.75,0.7906976744186046,0.891711229946524,2,0.9116409537166901,178
2026-09-11T01:14:19,Pool_SVC,E10_Group,SVC,{},2026,0.8202247191011236,0.7903225806451613,0.7205882352941176,0.7538461538461538,0.8957887700534759,3,0.9018232819074333,178
2026-09-11T01:14:19,Pool_SVC,E10_Group,SVC,{},2026,0.7808988764044944,0.7101449275362319,0.7205882352941176,0.7153284671532847,0.8544117647058824,4,0.9046283309957924,178
2026-09-11T01:14:19,Pool_SVC,E10_Group,SVC,{},2026,0.8089887640449438,0.8431372549019608,0.6231884057971014,0.7166666666666667,0.8784736072330805,5,0.9102384291725105,178
2026-09-11T01:14:19,Pool_KNN,E10_Group,KNN,{},2026,0.8324022346368715,0.8,0.7536231884057971,0.7761194029850746,0.8857048748353097,1,1.0,179
2026-09-11T01:14:19,Pool_KNN,E10_Group,KNN,{},2026,0.8202247191011236,0.7903225806451613,0.7205882352941176,0.7538461538461538,0.8745989304812835,2,1.0,178
2026-09-11T01:14:19,Pool_KNN,E10_Group,KNN,{},2026,0.8146067415730337,0.7868852459016393,0.7058823529411765,0.7441860465116279,0.8925133689839573,3,1.0,178
2026-09-11T01:14:19,Pool_KNN,E10_Group,KNN,{},2026,0.797752808988764,0.7424242424242424,0.7205882352941176,0.7313432835820896,0.8692513368983957,4,1.0,178
2026-09-11T01:14:19,Pool_KNN,E10_Group,KNN,{},2026,0.8146067415730337,0.875,0.6086956521739131,0.717948717948718,0.8663741523733546,5,1.0,178
2026-09-11T01:14:23,Pool_RandomForest,E10_Group,RandomForest,{},2026,0.888268156424581,0.8656716417910447,0.8405797101449275,0.8529411764705882,0.9171277997364953,1,0.8960674157303371,179
2026-09-11T01:14:23,Pool_RandomForest,E10_Group,RandomForest,{},2026,0.8539325842696629,0.8387096774193549,0.7647058823529411,0.8,0.9088235294117647,2,0.879382889200561,178
2026-09-11T01:14:23,Pool_RandomForest,E10_Group,RandomForest,{},2026,0.8314606741573034,0.8275862068965517,0.7058823529411765,0.7619047619047619,0.9191176470588236,3,0.876577840112202,178
2026-09-11T01:14:23,Pool_RandomForest,E10_Group,RandomForest,{},2026,0.8089887640449438,0.75,0.75,0.75,0.879812834224599,4,0.8892005610098177,178
2026-09-11T01:14:23,Pool_RandomForest,E10_Group,RandomForest,{},2026,0.8314606741573034,0.8823529411764706,0.6521739130434783,0.75,0.8509506714532642,5,0.8807854137447405,178
2026-09-11T01:14:26,Pool_ExtraTrees,E10_Group,ExtraTrees,{},2026,0.8435754189944135,0.7971014492753623,0.7971014492753623,0.7971014492753623,0.8917654808959156,1,0.9424157303370787,179
2026-09-11T01:14:26,Pool_ExtraTrees,E10_Group,ExtraTrees,{},2026,0.8258426966292135,0.7761194029850746,0.7647058823529411,0.7703703703703704,0.9125668449197861,2,0.9284712482468443,178
2026-09-11T01:14:26,Pool_ExtraTrees,E10_Group,ExtraTrees,{},2026,0.8202247191011236,0.7903225806451613,0.7205882352941176,0.7538461538461538,0.9064171122994652,3,0.9270687237026648,178
2026-09-11T01:14:26,Pool_ExtraTrees,E10_Group,ExtraTrees,{},2026,0.7865168539325843,0.734375,0.6911764705882353,0.7121212121212122,0.8915775401069518,4,0.938288920056101,178
2026-09-11T01:14:26,Pool_ExtraTrees,E10_Group,ExtraTrees,{},2026,0.8258426966292135,0.88,0.6376811594202898,0.7394957983193278,0.8655763861188671,5,0.9326788218793829,178
2026-09-11T01:14:28,Pool_GradientBoosting,E10_Group,GradientBoosting,{},2026,0.8659217877094972,0.835820895522388,0.8115942028985508,0.8235294117647058,0.9014492753623189,1,0.9115168539325843,179
2026-09-11T01:14:28,Pool_GradientBoosting,E10_Group,GradientBoosting,{},2026,0.8595505617977528,0.8307692307692308,0.7941176470588235,0.8120300751879699,0.9136363636363636,2,0.8976157082748948,178
2026-09-11T01:14:28,Pool_GradientBoosting,E10_Group,GradientBoosting,{},2026,0.8258426966292135,0.8032786885245902,0.7205882352941176,0.7596899224806202,0.9118983957219251,3,0.9046283309957924,178
2026-09-11T01:14:28,Pool_GradientBoosting,E10_Group,GradientBoosting,{},2026,0.7921348314606742,0.7313432835820896,0.7205882352941176,0.725925925925926,0.8774064171122995,4,0.9074333800841514,178
