Model1,Model2,Model3,W1,W2,W3,Threshold,OOFAccuracy
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.2,0.2,0.6,0.5050000000000001,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.15000000000000002,0.6000000000000001,0.25,0.6250000000000002,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.1,0.45,0.45,0.5700000000000002,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.1,0.5,0.4,0.5750000000000002,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.15000000000000002,0.65,0.2,0.6350000000000002,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.1,0.30000000000000004,0.6,0.5150000000000001,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.1,0.35000000000000003,0.55,0.5250000000000001,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.1,0.25,0.65,0.5250000000000001,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.30000000000000004,0.25,0.45,0.5150000000000001,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.30000000000000004,0.30000000000000004,0.4,0.5200000000000001,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.30000000000000004,0.2,0.5,0.5100000000000001,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.25,0.75,0.0,0.4850000000000001,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.25,0.45,0.3,0.5900000000000002,0.8574635241301908
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.0,0.15000000000000002,0.85,0.5200000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.0,0.1,0.9,0.5150000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.0,0.05,0.95,0.5450000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.05,0.65,0.3,0.6300000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.05,0.0,0.95,0.5400000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.0,0.0,1.0,0.5450000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.0,0.65,0.35,0.5950000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.0,0.6000000000000001,0.4,0.5600000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.05,0.05,0.9,0.5350000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.05,0.4,0.55,0.5300000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.05,0.6000000000000001,0.35,0.5950000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.25,0.6000000000000001,0.15,0.6300000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.35000000000000003,0.45,0.2,0.6250000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.25,0.5,0.25,0.4800000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.4,0.55,0.05,0.4950000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.45,0.4,0.15,0.5000000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.35000000000000003,0.6000000000000001,0.05,0.5000000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.35000000000000003,0.55,0.1,0.4750000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.4,0.1,0.5,0.4950000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.45,0.55,0.0,0.4900000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.45,0.05,0.5,0.4900000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.45,0.0,0.55,0.4650000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.45,0.15000000000000002,0.4,0.4950000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.4,0.6000000000000001,-0.0,0.5000000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.30000000000000004,0.1,0.6,0.5100000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.45,0.1,0.45,0.4600000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.1,0.4,0.5,0.5100000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.1,0.6000000000000001,0.3,0.5600000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.05,0.9,0.05,0.5100000000000001,0.856341189674523
