RuleId,Base,Keys,Reference,Support,LowCut,HighCut,LowTarget,MaleHigh,OOFAccuracy,FoldMean,FoldStd,PositivePredictions
R0314,female_master,FamilyID+TicketNormalized,female_child16,1,0.0,1.0,female,young,0.8327721661054994,0.8307551315046137,0.024370676851992623,166
R0320,female_master,FamilyID+TicketNormalized,female_child16,1,0.25,1.0,female,young,0.8327721661054994,0.8307551315046137,0.024370676851992623,165
R0482,female_child12,FamilyID+TicketNormalized,female_master,1,0.0,1.0,female,young,0.8327721661054994,0.8298562551001193,0.02400763055497501,159
R0488,female_child12,FamilyID+TicketNormalized,female_master,1,0.25,1.0,female,young,0.8327721661054994,0.8298562551001193,0.02400763055497501,158
R0506,female_child12,FamilyID+TicketNormalized,female_child16,1,0.0,1.0,female,young,0.8327721661054994,0.8298562551001193,0.02400763055497501,159
R0512,female_child12,FamilyID+TicketNormalized,female_child16,1,0.25,1.0,female,young,0.8327721661054994,0.8298562551001193,0.02400763055497501,158
R0344,female_master,UnionGroup,female_master,1,0.25,1.0,female,young,0.8327721661054994,0.8298562551001193,0.024739704725640455,165
R0368,female_master,UnionGroup,female_child16,1,0.25,1.0,female,young,0.8327721661054994,0.8298562551001193,0.024739704725640455,165
R0198,female_master,FamilyID,female_master,1,0.25,1.0,female,none,0.8327721661054994,0.8294093277258177,0.025293003990182632,165
R0199,female_master,FamilyID,female_master,1,0.25,1.0,female,master,0.8327721661054994,0.8294093277258177,0.025293003990182632,165
R0200,female_master,FamilyID,female_master,1,0.25,1.0,female,young,0.8327721661054994,0.8294093277258177,0.025293003990182632,165
R0222,female_master,FamilyID,female_child16,1,0.25,1.0,female,none,0.8327721661054994,0.8294093277258177,0.025293003990182632,165
R0223,female_master,FamilyID,female_child16,1,0.25,1.0,female,master,0.8327721661054994,0.8294093277258177,0.025293003990182632,165
R0224,female_master,FamilyID,female_child16,1,0.25,1.0,female,young,0.8327721661054994,0.8294093277258177,0.025293003990182632,165
R0536,female_child12,UnionGroup,female_master,1,0.25,1.0,female,young,0.8327721661054994,0.8289573786956248,0.02455551265709277,158
R0560,female_child12,UnionGroup,female_child16,1,0.25,1.0,female,young,0.8327721661054994,0.8289573786956248,0.02455551265709277,158
R0381,female_master,UnionGroup,female_child16,2,0.25,1.0,female_master,none,0.8316498316498316,0.8307400665369405,0.024672826952315204,163
R0382,female_master,UnionGroup,female_child16,2,0.25,1.0,female_master,master,0.8316498316498316,0.8307400665369405,0.024672826952315204,163
R0383,female_master,UnionGroup,female_child16,2,0.25,1.0,female_master,young,0.8316498316498316,0.8307400665369405,0.024672826952315204,164
R0549,female_child12,UnionGroup,female_master,2,0.25,1.0,female_master,none,0.8316498316498316,0.8298411901324463,0.025087234605254072,156
R0550,female_child12,UnionGroup,female_master,2,0.25,1.0,female_master,master,0.8316498316498316,0.8298411901324463,0.025087234605254072,158
R0551,female_child12,UnionGroup,female_master,2,0.25,1.0,female_master,young,0.8316498316498316,0.8298411901324463,0.025087234605254072,158
R0480,female_child12,FamilyID+TicketNormalized,female_master,1,0.0,1.0,female,none,0.8316498316498316,0.8291820977967483,0.02392668193218819,157
R0486,female_child12,FamilyID+TicketNormalized,female_master,1,0.25,1.0,female,none,0.8316498316498316,0.8291820977967483,0.02392668193218819,156
R0504,female_child12,FamilyID+TicketNormalized,female_child16,1,0.0,1.0,female,none,0.8316498316498316,0.8291820977967483,0.02392668193218819,157
R0510,female_child12,FamilyID+TicketNormalized,female_child16,1,0.25,1.0,female,none,0.8316498316498316,0.8291820977967483,0.02392668193218819,156
R0433,female_child12,TicketNormalized,female_master,1,0.0,1.0,female,master,0.8316498316498316,0.8287326595945014,0.02440256732938193,160
R0439,female_child12,TicketNormalized,female_master,1,0.25,1.0,female,master,0.8316498316498316,0.8287326595945014,0.02440256732938193,160
R0457,female_child12,TicketNormalized,female_child16,1,0.0,1.0,female,master,0.8316498316498316,0.8287326595945014,0.02440256732938193,160
R0463,female_child12,TicketNormalized,female_child16,1,0.25,1.0,female,master,0.8316498316498316,0.8287326595945014,0.02440256732938193,160
R0534,female_child12,UnionGroup,female_master,1,0.25,1.0,female,none,0.8316498316498316,0.8282832213922541,0.024451605613675747,156
R0558,female_child12,UnionGroup,female_child16,1,0.25,1.0,female,none,0.8316498316498316,0.8282832213922541,0.024451605613675747,156
R0146,gender,UnionGroup,female_master,1,0.0,1.0,female,young,0.8316498316498316,0.8280509698072939,0.023188756690260437,151
R0149,gender,UnionGroup,female_master,1,0.0,1.0,female_master,young,0.8316498316498316,0.8280509698072939,0.023188756690260437,151
R0170,gender,UnionGroup,female_child16,1,0.0,1.0,female,young,0.8316498316498316,0.8280509698072939,0.023188756690260437,151
R0173,gender,UnionGroup,female_child16,1,0.0,1.0,female_master,young,0.8316498316498316,0.8280509698072939,0.023188756690260437,151
R0392,female_child12,FamilyID,female_master,1,0.25,1.0,female,young,0.8316498316498316,0.8278362940179523,0.0248824492298995,158
R0416,female_child12,FamilyID,female_child16,1,0.25,1.0,female,young,0.8316498316498316,0.8278362940179523,0.0248824492298995,158
R0002,gender,FamilyID,female_master,1,0.0,1.0,female,young,0.8316498316498316,0.8267051660284979,0.023148371775871174,151
R0005,gender,FamilyID,female_master,1,0.0,1.0,female_master,young,0.8316498316498316,0.8267051660284979,0.023148371775871174,151
R0026,gender,FamilyID,female_child16,1,0.0,1.0,female,young,0.8316498316498316,0.8267051660284979,0.023148371775871174,151
R0029,gender,FamilyID,female_child16,1,0.0,1.0,female_master,young,0.8316498316498316,0.8267051660284979,0.023148371775871174,151
R0327,female_master,FamilyID+TicketNormalized,female_child16,2,0.0,1.0,female_master,none,0.8305274971941639,0.8311895047391877,0.024476404912203424,164
R0328,female_master,FamilyID+TicketNormalized,female_child16,2,0.0,1.0,female_master,master,0.8305274971941639,0.8311895047391877,0.024476404912203424,164
R0329,female_master,FamilyID+TicketNormalized,female_child16,2,0.0,1.0,female_master,young,0.8305274971941639,0.8311895047391877,0.024476404912203424,165
R0333,female_master,FamilyID+TicketNormalized,female_child16,2,0.25,1.0,female_master,none,0.8305274971941639,0.8311895047391877,0.024476404912203424,163
R0334,female_master,FamilyID+TicketNormalized,female_child16,2,0.25,1.0,female_master,master,0.8305274971941639,0.8311895047391877,0.024476404912203424,163
R0335,female_master,FamilyID+TicketNormalized,female_child16,2,0.25,1.0,female_master,young,0.8305274971941639,0.8311895047391877,0.024476404912203424,164
R0237,female_master,FamilyID,female_child16,2,0.25,1.0,female_master,none,0.8305274971941639,0.830515347435817,0.02489450188883611,164
R0238,female_master,FamilyID,female_child16,2,0.25,1.0,female_master,master,0.8305274971941639,0.830515347435817,0.02489450188883611,164
R0239,female_master,FamilyID,female_child16,2,0.25,1.0,female_master,young,0.8305274971941639,0.830515347435817,0.02489450188883611,164
R0495,female_child12,FamilyID+TicketNormalized,female_master,2,0.0,1.0,female_master,none,0.8305274971941639,0.8302906283346932,0.02511220940934545,157
R0496,female_child12,FamilyID+TicketNormalized,female_master,2,0.0,1.0,female_master,master,0.8305274971941639,0.8302906283346932,0.02511220940934545,159
R0497,female_child12,FamilyID+TicketNormalized,female_master,2,0.0,1.0,female_master,young,0.8305274971941639,0.8302906283346932,0.02511220940934545,159
R0501,female_child12,FamilyID+TicketNormalized,female_master,2,0.25,1.0,female_master,none,0.8305274971941639,0.8302906283346932,0.02511220940934545,156
R0502,female_child12,FamilyID+TicketNormalized,female_master,2,0.25,1.0,female_master,master,0.8305274971941639,0.8302906283346932,0.02511220940934545,158
R0503,female_child12,FamilyID+TicketNormalized,female_master,2,0.25,1.0,female_master,young,0.8305274971941639,0.8302906283346932,0.02511220940934545,158
R0405,female_child12,FamilyID,female_master,2,0.25,1.0,female_master,none,0.8305274971941639,0.8296164710313225,0.02529729600605867,157
R0406,female_child12,FamilyID,female_master,2,0.25,1.0,female_master,master,0.8305274971941639,0.8296164710313225,0.02529729600605867,159
R0407,female_child12,FamilyID,female_master,2,0.25,1.0,female_master,young,0.8305274971941639,0.8296164710313225,0.02529729600605867,158
R0240,female_master,TicketNormalized,female_master,1,0.0,1.0,female,none,0.8305274971941639,0.8285091959073505,0.024856073546958568,166
R0241,female_master,TicketNormalized,female_master,1,0.0,1.0,female,master,0.8305274971941639,0.8285091959073505,0.024856073546958568,166
R0246,female_master,TicketNormalized,female_master,1,0.25,1.0,female,none,0.8305274971941639,0.8285091959073505,0.024856073546958568,166
R0247,female_master,TicketNormalized,female_master,1,0.25,1.0,female,master,0.8305274971941639,0.8285091959073505,0.024856073546958568,166
R0264,female_master,TicketNormalized,female_child16,1,0.0,1.0,female,none,0.8305274971941639,0.8285091959073505,0.024856073546958568,166
R0265,female_master,TicketNormalized,female_child16,1,0.0,1.0,female,master,0.8305274971941639,0.8285091959073505,0.024856073546958568,166
R0270,female_master,TicketNormalized,female_child16,1,0.25,1.0,female,none,0.8305274971941639,0.8285091959073505,0.024856073546958568,166
R0271,female_master,TicketNormalized,female_child16,1,0.25,1.0,female,master,0.8305274971941639,0.8285091959073505,0.024856073546958568,166
R0390,female_child12,FamilyID,female_master,1,0.25,1.0,female,none,0.8305274971941639,0.8271621367145816,0.02490195416483999,157
R0414,female_child12,FamilyID,female_child16,1,0.25,1.0,female,none,0.8305274971941639,0.8271621367145816,0.02490195416483999,157
R0351,female_master,UnionGroup,female_master,2,0.0,1.0,female_master,none,0.8294051627384961,0.82894607996987,0.0240682607780117,164
R0352,female_master,UnionGroup,female_master,2,0.0,1.0,female_master,master,0.8294051627384961,0.82894607996987,0.0240682607780117,164
R0353,female_master,UnionGroup,female_master,2,0.0,1.0,female_master,young,0.8294051627384961,0.82894607996987,0.0240682607780117,165
R0242,female_master,TicketNormalized,female_master,1,0.0,1.0,female,young,0.8294051627384961,0.8278350386039797,0.0249950512023568,167
R0248,female_master,TicketNormalized,female_master,1,0.25,1.0,female,young,0.8294051627384961,0.8278350386039797,0.0249950512023568,167
R0266,female_master,TicketNormalized,female_child16,1,0.0,1.0,female,young,0.8294051627384961,0.8278350386039797,0.0249950512023568,167
R0272,female_master,TicketNormalized,female_child16,1,0.25,1.0,female,young,0.8294051627384961,0.8278350386039797,0.0249950512023568,167
R0434,female_child12,TicketNormalized,female_master,1,0.0,1.0,female,young,0.8294051627384961,0.8269361621994853,0.024942148084134946,160
R0440,female_child12,TicketNormalized,female_master,1,0.25,1.0,female,young,0.8294051627384961,0.8269361621994853,0.024942148084134946,160
R0458,female_child12,TicketNormalized,female_child16,1,0.0,1.0,female,young,0.8294051627384961,0.8269361621994853,0.024942148084134946,160
R0464,female_child12,TicketNormalized,female_child16,1,0.25,1.0,female,young,0.8294051627384961,0.8269361621994853,0.024942148084134946,160
R0529,female_child12,UnionGroup,female_master,1,0.0,1.0,female,master,0.8294051627384961,0.82626451572406,0.02400288166572193,159
R0553,female_child12,UnionGroup,female_child16,1,0.0,1.0,female,master,0.8294051627384961,0.82626451572406,0.02400288166572193,159
R0207,female_master,FamilyID,female_master,2,0.0,1.0,female_master,none,0.8282828282828283,0.8287213608687465,0.024278853458414996,165
R0208,female_master,FamilyID,female_master,2,0.0,1.0,female_master,master,0.8282828282828283,0.8287213608687465,0.024278853458414996,165
R0209,female_master,FamilyID,female_master,2,0.0,1.0,female_master,young,0.8282828282828283,0.8287213608687465,0.024278853458414996,165
R0471,female_child12,TicketNormalized,female_child16,2,0.0,1.0,female_master,none,0.8282828282828283,0.8282694118385536,0.02544529132858547,157
R0472,female_child12,TicketNormalized,female_child16,2,0.0,1.0,female_master,master,0.8282828282828283,0.8282694118385536,0.02544529132858547,159
R0473,female_child12,TicketNormalized,female_child16,2,0.0,1.0,female_master,young,0.8282828282828283,0.8282694118385536,0.02544529132858547,159
R0477,female_child12,TicketNormalized,female_child16,2,0.25,1.0,female_master,none,0.8282828282828283,0.8282694118385536,0.02544529132858547,157
R0478,female_child12,TicketNormalized,female_child16,2,0.25,1.0,female_master,master,0.8282828282828283,0.8282694118385536,0.02544529132858547,159
R0479,female_child12,TicketNormalized,female_child16,2,0.25,1.0,female_master,young,0.8282828282828283,0.8282694118385536,0.02544529132858547,159
R0432,female_child12,TicketNormalized,female_master,1,0.0,1.0,female,none,0.8282828282828283,0.8262620048961145,0.024733952309313422,158
R0438,female_child12,TicketNormalized,female_master,1,0.25,1.0,female,none,0.8282828282828283,0.8262620048961145,0.024733952309313422,158
R0456,female_child12,TicketNormalized,female_child16,1,0.0,1.0,female,none,0.8282828282828283,0.8262620048961145,0.024733952309313422,158
R0462,female_child12,TicketNormalized,female_child16,1,0.25,1.0,female,none,0.8282828282828283,0.8262620048961145,0.024733952309313422,158
R0336,female_master,UnionGroup,female_master,1,0.0,1.0,female,none,0.8282828282828283,0.8260410520369093,0.02454433161744294,165
R0337,female_master,UnionGroup,female_master,1,0.0,1.0,female,master,0.8282828282828283,0.8260410520369093,0.02454433161744294,165
R0360,female_master,UnionGroup,female_child16,1,0.0,1.0,female,none,0.8282828282828283,0.8260410520369093,0.02454433161744294,165
R0361,female_master,UnionGroup,female_child16,1,0.0,1.0,female,master,0.8282828282828283,0.8260410520369093,0.02454433161744294,165
R0385,female_child12,FamilyID,female_master,1,0.0,1.0,female,master,0.8282828282828283,0.8251434310463875,0.024471043180880562,160
R0409,female_child12,FamilyID,female_child16,1,0.0,1.0,female,master,0.8282828282828283,0.8251434310463875,0.024471043180880562,160
R0573,female_child12,UnionGroup,female_child16,2,0.25,1.0,female_master,none,0.8271604938271605,0.8262481953424141,0.026064049342049058,156
R0574,female_child12,UnionGroup,female_child16,2,0.25,1.0,female_master,master,0.8271604938271605,0.8262481953424141,0.026064049342049058,158
R0575,female_child12,UnionGroup,female_child16,2,0.25,1.0,female_master,young,0.8271604938271605,0.8262481953424141,0.026064049342049058,158
R0338,female_master,UnionGroup,female_master,1,0.0,1.0,female,young,0.8271604938271605,0.8253668947335384,0.024566229642154862,166
R0362,female_master,UnionGroup,female_child16,1,0.0,1.0,female,young,0.8271604938271605,0.8253668947335384,0.024566229642154862,166
R0192,female_master,FamilyID,female_master,1,0.0,1.0,female,none,0.8271604938271605,0.8249199673592368,0.025193022830790678,166
R0193,female_master,FamilyID,female_master,1,0.0,1.0,female,master,0.8271604938271605,0.8249199673592368,0.025193022830790678,166
R0194,female_master,FamilyID,female_master,1,0.0,1.0,female,young,0.8271604938271605,0.8249199673592368,0.025193022830790678,166
R0216,female_master,FamilyID,female_child16,1,0.0,1.0,female,none,0.8271604938271605,0.8249199673592368,0.025193022830790678,166
R0217,female_master,FamilyID,female_child16,1,0.0,1.0,female,master,0.8271604938271605,0.8249199673592368,0.025193022830790678,166
R0218,female_master,FamilyID,female_child16,1,0.0,1.0,female,young,0.8271604938271605,0.8249199673592368,0.025193022830790678,166
R0096,gender,FamilyID+TicketNormalized,female_master,1,0.0,1.0,female,none,0.8271604938271605,0.8246864603603038,0.023611446195127603,144
R0099,gender,FamilyID+TicketNormalized,female_master,1,0.0,1.0,female_master,none,0.8271604938271605,0.8246864603603038,0.023611446195127603,144
R0102,gender,FamilyID+TicketNormalized,female_master,1,0.25,1.0,female,none,0.8271604938271605,0.8246864603603038,0.023611446195127603,143
R0105,gender,FamilyID+TicketNormalized,female_master,1,0.25,1.0,female_master,none,0.8271604938271605,0.8246864603603038,0.023611446195127603,143
R0120,gender,FamilyID+TicketNormalized,female_child16,1,0.0,1.0,female,none,0.8271604938271605,0.8246864603603038,0.023611446195127603,144
R0123,gender,FamilyID+TicketNormalized,female_child16,1,0.0,1.0,female_master,none,0.8271604938271605,0.8246864603603038,0.023611446195127603,144
R0126,gender,FamilyID+TicketNormalized,female_child16,1,0.25,1.0,female,none,0.8271604938271605,0.8246864603603038,0.023611446195127603,143
R0129,gender,FamilyID+TicketNormalized,female_child16,1,0.25,1.0,female_master,none,0.8271604938271605,0.8246864603603038,0.023611446195127603,143
R0530,female_child12,UnionGroup,female_master,1,0.0,1.0,female,young,0.8271604938271605,0.824468018329044,0.024576892126664435,159
R0554,female_child12,UnionGroup,female_child16,1,0.0,1.0,female,young,0.8271604938271605,0.824468018329044,0.024576892126664435,159
R0150,gender,UnionGroup,female_master,1,0.25,1.0,female,none,0.8271604938271605,0.8237875839558093,0.024184974473429575,143
R0153,gender,UnionGroup,female_master,1,0.25,1.0,female_master,none,0.8271604938271605,0.8237875839558093,0.024184974473429575,143
R0174,gender,UnionGroup,female_child16,1,0.25,1.0,female,none,0.8271604938271605,0.8237875839558093,0.024184974473429575,143
R0177,gender,UnionGroup,female_child16,1,0.25,1.0,female_master,none,0.8271604938271605,0.8237875839558093,0.024184974473429575,143
R0519,female_child12,FamilyID+TicketNormalized,female_child16,2,0.0,1.0,female_master,none,0.8260381593714927,0.8266976335446614,0.02576079536541604,157
R0520,female_child12,FamilyID+TicketNormalized,female_child16,2,0.0,1.0,female_master,master,0.8260381593714927,0.8266976335446614,0.02576079536541604,159
R0521,female_child12,FamilyID+TicketNormalized,female_child16,2,0.0,1.0,female_master,young,0.8260381593714927,0.8266976335446614,0.02576079536541604,159
R0525,female_child12,FamilyID+TicketNormalized,female_child16,2,0.25,1.0,female_master,none,0.8260381593714927,0.8266976335446614,0.02576079536541604,156
R0526,female_child12,FamilyID+TicketNormalized,female_child16,2,0.25,1.0,female_master,master,0.8260381593714927,0.8266976335446614,0.02576079536541604,158
R0527,female_child12,FamilyID+TicketNormalized,female_child16,2,0.25,1.0,female_master,young,0.8260381593714927,0.8266976335446614,0.02576079536541604,158
R0429,female_child12,FamilyID,female_child16,2,0.25,1.0,female_master,none,0.8260381593714927,0.8260234762412906,0.02623554238175279,157
R0430,female_child12,FamilyID,female_child16,2,0.25,1.0,female_master,master,0.8260381593714927,0.8260234762412906,0.02623554238175279,159
R0431,female_child12,FamilyID,female_child16,2,0.25,1.0,female_master,young,0.8260381593714927,0.8260234762412906,0.02623554238175279,158
R0528,female_child12,UnionGroup,female_master,1,0.0,1.0,female,none,0.8260381593714927,0.8237938610256732,0.02445257121702313,157
R0552,female_child12,UnionGroup,female_child16,1,0.0,1.0,female,none,0.8260381593714927,0.8237938610256732,0.02445257121702313,157
R0386,female_child12,FamilyID,female_master,1,0.0,1.0,female,young,0.8260381593714927,0.8233469336513716,0.02495374122855147,159
R0410,female_child12,FamilyID,female_child16,1,0.0,1.0,female,young,0.8260381593714927,0.8233469336513716,0.02495374122855147,159
R0006,gender,FamilyID,female_master,1,0.25,1.0,female,none,0.8260381593714927,0.8226664992781371,0.024068659697729613,144
R0009,gender,FamilyID,female_master,1,0.25,1.0,female_master,none,0.8260381593714927,0.8226664992781371,0.024068659697729613,144
R0030,gender,FamilyID,female_child16,1,0.25,1.0,female,none,0.8260381593714927,0.8226664992781371,0.024068659697729613,144
R0033,gender,FamilyID,female_child16,1,0.25,1.0,female_master,none,0.8260381593714927,0.8226664992781371,0.024068659697729613,144
R0375,female_master,UnionGroup,female_child16,2,0.0,1.0,female_master,none,0.8249158249158249,0.8253530851798381,0.02454935942692521,164
R0376,female_master,UnionGroup,female_child16,2,0.0,1.0,female_master,master,0.8249158249158249,0.8253530851798381,0.02454935942692521,164
R0377,female_master,UnionGroup,female_child16,2,0.0,1.0,female_master,young,0.8249158249158249,0.8253530851798381,0.02454935942692521,165
R0543,female_child12,UnionGroup,female_master,2,0.0,1.0,female_master,none,0.8249158249158249,0.8244542087753436,0.025175523976468595,157
R0544,female_child12,UnionGroup,female_master,2,0.0,1.0,female_master,master,0.8249158249158249,0.8244542087753436,0.025175523976468595,159
R0545,female_child12,UnionGroup,female_master,2,0.0,1.0,female_master,young,0.8249158249158249,0.8244542087753436,0.025175523976468595,159
R0384,female_child12,FamilyID,female_master,1,0.0,1.0,female,none,0.8249158249158249,0.8226727763480006,0.024953096804496377,158
R0408,female_child12,FamilyID,female_child16,1,0.0,1.0,female,none,0.8249158249158249,0.8226727763480006,0.024953096804496377,158
R0231,female_master,FamilyID,female_child16,2,0.0,1.0,female_master,none,0.8237934904601572,0.8251283660787145,0.02472322324313841,165
R0232,female_master,FamilyID,female_child16,2,0.0,1.0,female_master,master,0.8237934904601572,0.8251283660787145,0.02472322324313841,165
R0233,female_master,FamilyID,female_child16,2,0.0,1.0,female_master,young,0.8237934904601572,0.8251283660787145,0.02472322324313841,165
R0399,female_child12,FamilyID,female_master,2,0.0,1.0,female_master,none,0.8237934904601572,0.82422948967422,0.025337121725882056,158
R0400,female_child12,FamilyID,female_master,2,0.0,1.0,female_master,master,0.8237934904601572,0.82422948967422,0.025337121725882056,160
R0401,female_child12,FamilyID,female_master,2,0.0,1.0,female_master,young,0.8237934904601572,0.82422948967422,0.025337121725882056,159
R0048,gender,TicketNormalized,female_master,1,0.0,1.0,female,none,0.8237934904601572,0.8217663674596697,0.02547266246165449,145
R0051,gender,TicketNormalized,female_master,1,0.0,1.0,female_master,none,0.8237934904601572,0.8217663674596697,0.02547266246165449,145
R0054,gender,TicketNormalized,female_master,1,0.25,1.0,female,none,0.8237934904601572,0.8217663674596697,0.02547266246165449,145
R0057,gender,TicketNormalized,female_master,1,0.25,1.0,female_master,none,0.8237934904601572,0.8217663674596697,0.02547266246165449,145
R0072,gender,TicketNormalized,female_child16,1,0.0,1.0,female,none,0.8237934904601572,0.8217663674596697,0.02547266246165449,145
R0075,gender,TicketNormalized,female_child16,1,0.0,1.0,female_master,none,0.8237934904601572,0.8217663674596697,0.02547266246165449,145
R0078,gender,TicketNormalized,female_child16,1,0.25,1.0,female,none,0.8237934904601572,0.8217663674596697,0.02547266246165449,145
R0081,gender,TicketNormalized,female_child16,1,0.25,1.0,female_master,none,0.8237934904601572,0.8217663674596697,0.02547266246165449,145
R0144,gender,UnionGroup,female_master,1,0.0,1.0,female,none,0.8215488215488216,0.8192982235892284,0.024134397549250147,144
R0147,gender,UnionGroup,female_master,1,0.0,1.0,female_master,none,0.8215488215488216,0.8192982235892284,0.024134397549250147,144
R0168,gender,UnionGroup,female_child16,1,0.0,1.0,female,none,0.8215488215488216,0.8192982235892284,0.024134397549250147,144
R0171,gender,UnionGroup,female_child16,1,0.0,1.0,female_master,none,0.8215488215488216,0.8192982235892284,0.024134397549250147,144
R0567,female_child12,UnionGroup,female_child16,2,0.0,1.0,female_master,none,0.8204264870931538,0.8208612139853118,0.026083603089847477,157
R0568,female_child12,UnionGroup,female_child16,2,0.0,1.0,female_master,master,0.8204264870931538,0.8208612139853118,0.026083603089847477,159
R0569,female_child12,UnionGroup,female_child16,2,0.0,1.0,female_master,young,0.8204264870931538,0.8208612139853118,0.026083603089847477,159
R0000,gender,FamilyID,female_master,1,0.0,1.0,female,none,0.8204264870931538,0.8181771389115561,0.024069878090672837,145
R0003,gender,FamilyID,female_master,1,0.0,1.0,female_master,none,0.8204264870931538,0.8181771389115561,0.024069878090672837,145
R0024,gender,FamilyID,female_child16,1,0.0,1.0,female,none,0.8204264870931538,0.8181771389115561,0.024069878090672837,145
R0027,gender,FamilyID,female_child16,1,0.0,1.0,female_master,none,0.8204264870931538,0.8181771389115561,0.024069878090672837,145
R0423,female_child12,FamilyID,female_child16,2,0.0,1.0,female_master,none,0.819304152637486,0.820636494884188,0.02620882009728795,158
R0424,female_child12,FamilyID,female_child16,2,0.0,1.0,female_master,master,0.819304152637486,0.820636494884188,0.02620882009728795,160
R0425,female_child12,FamilyID,female_child16,2,0.0,1.0,female_master,young,0.819304152637486,0.820636494884188,0.02620882009728795,159
R0252,female_master,TicketNormalized,female_master,2,0.0,1.0,female,none,0.819304152637486,0.8186290879417488,0.024659258932407797,168
R0253,female_master,TicketNormalized,female_master,2,0.0,1.0,female,master,0.819304152637486,0.8186290879417488,0.024659258932407797,168
R0254,female_master,TicketNormalized,female_master,2,0.0,1.0,female,young,0.819304152637486,0.8186290879417488,0.024659258932407797,169
R0258,female_master,TicketNormalized,female_master,2,0.25,1.0,female,none,0.819304152637486,0.8186290879417488,0.024659258932407797,168
R0259,female_master,TicketNormalized,female_master,2,0.25,1.0,female,master,0.819304152637486,0.8186290879417488,0.024659258932407797,168
R0260,female_master,TicketNormalized,female_master,2,0.25,1.0,female,young,0.819304152637486,0.8186290879417488,0.024659258932407797,169
R0300,female_master,FamilyID+TicketNormalized,female_master,2,0.0,1.0,female,none,0.8181818181818182,0.8175067478501036,0.02483267863448989,168
R0301,female_master,FamilyID+TicketNormalized,female_master,2,0.0,1.0,female,master,0.8181818181818182,0.8175067478501036,0.02483267863448989,168
R0302,female_master,FamilyID+TicketNormalized,female_master,2,0.0,1.0,female,young,0.8181818181818182,0.8175067478501036,0.02483267863448989,169
R0306,female_master,FamilyID+TicketNormalized,female_master,2,0.25,1.0,female,none,0.8181818181818182,0.8175067478501036,0.02483267863448989,167
R0307,female_master,FamilyID+TicketNormalized,female_master,2,0.25,1.0,female,master,0.8181818181818182,0.8175067478501036,0.02483267863448989,167
R0308,female_master,FamilyID+TicketNormalized,female_master,2,0.25,1.0,female,young,0.8181818181818182,0.8175067478501036,0.02483267863448989,168
R0210,female_master,FamilyID,female_master,2,0.25,1.0,female,none,0.8181818181818182,0.8168325905467329,0.024775092867958207,168
R0211,female_master,FamilyID,female_master,2,0.25,1.0,female,master,0.8181818181818182,0.8168325905467329,0.024775092867958207,168
R0212,female_master,FamilyID,female_master,2,0.25,1.0,female,young,0.8181818181818182,0.8168325905467329,0.024775092867958207,168
R0354,female_master,UnionGroup,female_master,2,0.25,1.0,female,none,0.8181818181818182,0.8166078714456093,0.024921224765327675,167
R0355,female_master,UnionGroup,female_master,2,0.25,1.0,female,master,0.8181818181818182,0.8166078714456093,0.024921224765327675,167
R0356,female_master,UnionGroup,female_master,2,0.25,1.0,female,young,0.8181818181818182,0.8166078714456093,0.024921224765327675,168
R0444,female_child12,TicketNormalized,female_master,2,0.0,1.0,female,none,0.8170594837261503,0.8163818969305129,0.02461048993969743,160
R0445,female_child12,TicketNormalized,female_master,2,0.0,1.0,female,master,0.8170594837261503,0.8163818969305129,0.02461048993969743,162
R0446,female_child12,TicketNormalized,female_master,2,0.0,1.0,female,young,0.8170594837261503,0.8163818969305129,0.02461048993969743,162
R0450,female_child12,TicketNormalized,female_master,2,0.25,1.0,female,none,0.8170594837261503,0.8163818969305129,0.02461048993969743,160
R0451,female_child12,TicketNormalized,female_master,2,0.25,1.0,female,master,0.8170594837261503,0.8163818969305129,0.02461048993969743,162
R0452,female_child12,TicketNormalized,female_master,2,0.25,1.0,female,young,0.8170594837261503,0.8163818969305129,0.02461048993969743,162
R0492,female_child12,FamilyID+TicketNormalized,female_master,2,0.0,1.0,female,none,0.8159371492704826,0.8152595568388676,0.0245289257529665,160
R0493,female_child12,FamilyID+TicketNormalized,female_master,2,0.0,1.0,female,master,0.8159371492704826,0.8152595568388676,0.0245289257529665,162
R0494,female_child12,FamilyID+TicketNormalized,female_master,2,0.0,1.0,female,young,0.8159371492704826,0.8152595568388676,0.0245289257529665,162
R0498,female_child12,FamilyID+TicketNormalized,female_master,2,0.25,1.0,female,none,0.8159371492704826,0.8152595568388676,0.0245289257529665,159
R0499,female_child12,FamilyID+TicketNormalized,female_master,2,0.25,1.0,female,master,0.8159371492704826,0.8152595568388676,0.0245289257529665,161
R0500,female_child12,FamilyID+TicketNormalized,female_master,2,0.25,1.0,female,young,0.8159371492704826,0.8152595568388676,0.0245289257529665,161
R0402,female_child12,FamilyID,female_master,2,0.25,1.0,female,none,0.8159371492704826,0.8145853995354968,0.024665892345190097,160
R0403,female_child12,FamilyID,female_master,2,0.25,1.0,female,master,0.8159371492704826,0.8145853995354968,0.024665892345190097,162
R0404,female_child12,FamilyID,female_master,2,0.25,1.0,female,young,0.8159371492704826,0.8145853995354968,0.024665892345190097,161
R0546,female_child12,UnionGroup,female_master,2,0.25,1.0,female,none,0.8159371492704826,0.8143606804343732,0.024741332930217193,159
